timestamp,demand_mw
2023-04-05 12:00:00,186485.792
2023-04-05 13:00:00,181540.476
2023-04-05 14:00:00,182942.132
2023-04-05 15:00:00,183929.967
2023-04-05 16:00:00,181134.346
2023-04-05 17:00:00,176189.306
2023-04-05 18:00:00,177485.507
2023-04-05 19:00:00,185424.992
2023-04-05 20:00:00,178787.265
2023-04-05 21:00:00,175679.977
2023-04-05 22:00:00,176447.992
2023-04-05 23:00:00,174200.052
2023-04-06 00:00:00,170868.231
2023-04-06 01:00:00,167098.081
2023-04-06 02:00:00,163837.727
2023-04-06 03:00:00,163184.427
2023-04-06 04:00:00,165319.472
2023-04-06 05:00:00,170977.22
2023-04-06 06:00:00,176777.481
2023-04-06 07:00:00,177871.736
2023-04-06 08:00:00,181342.728
2023-04-06 09:00:00,187647.007
2023-04-06 10:00:00,191220.596
2023-04-06 11:00:00,189790.949
2023-04-06 12:00:00,189395.948
2023-04-06 13:00:00,185715.112
2023-04-06 14:00:00,186620.456
2023-04-06 15:00:00,185031.674
2023-04-06 16:00:00,181495.722
2023-04-06 17:00:00,176682.969
2023-04-06 18:00:00,177634.555
2023-04-06 19:00:00,186202.344
2023-04-06 20:00:00,181980.497
2023-04-06 21:00:00,179368.246
2023-04-06 22:00:00,179431.194
2023-04-06 23:00:00,176858.334
2023-04-07 00:00:00,173472.227
2023-04-07 01:00:00,171077.879
2023-04-07 02:00:00,167775.68
2023-04-07 03:00:00,166782.484
2023-04-07 04:00:00,168026.909
2023-04-07 05:00:00,172139.748
2023-04-07 06:00:00,176329.531
2023-04-07 07:00:00,177403.229
2023-04-07 08:00:00,182215.469
2023-04-07 09:00:00,189896.027
2023-04-07 10:00:00,192411.17
2023-04-07 11:00:00,192427.321
2023-04-07 12:00:00,190296.469
2023-04-07 13:00:00,183921.168
2023-04-07 14:00:00,185273.346
2023-04-07 15:00:00,184703.297
2023-04-07 16:00:00,180745.253
2023-04-07 17:00:00,174330.134
2023-04-07 18:00:00,176992.052
2023-04-07 19:00:00,184455.853
2023-04-07 20:00:00,179667.589
2023-04-07 21:00:00,176822.506
2023-04-07 22:00:00,177294.645
2023-04-07 23:00:00,175348.325
2023-04-08 00:00:00,171621.875
2023-04-08 01:00:00,168290.291
2023-04-08 02:00:00,164781.153
2023-04-08 03:00:00,164196.166
2023-04-08 04:00:00,165310.268
2023-04-08 05:00:00,168969.984
2023-04-08 06:00:00,173711.635
2023-04-08 07:00:00,175237.431
2023-04-08 08:00:00,177979.886
2023-04-08 09:00:00,185380.198
2023-04-08 10:00:00,188263.447
2023-04-08 11:00:00,188243.545
2023-04-08 12:00:00,187385.584
2023-04-08 13:00:00,182267.484
2023-04-08 14:00:00,185465.044
2023-04-08 15:00:00,186621.964
2023-04-08 16:00:00,182335.23
2023-04-08 17:00:00,177022.682
2023-04-08 18:00:00,178726.694
2023-04-08 19:00:00,186393.032
2023-04-08 20:00:00,181060.026
2023-04-08 21:00:00,177916.87
2023-04-08 22:00:00,177762.698
2023-04-08 23:00:00,175721.158
2023-04-09 00:00:00,172913.125
2023-04-09 01:00:00,169696.411
2023-04-09 02:00:00,167091.39
2023-04-09 03:00:00,166474.142
2023-04-09 04:00:00,167784.493
2023-04-09 05:00:00,170667.242
2023-04-09 06:00:00,173132.963
2023-04-09 07:00:00,173078.18
2023-04-09 08:00:00,176066.777
2023-04-09 09:00:00,181008.081
2023-04-09 10:00:00,181786.907
2023-04-09 11:00:00,181541.241
2023-04-09 12:00:00,179542.035
2023-04-09 13:00:00,174970.298
2023-04-09 14:00:00,176226.64
2023-04-09 15:00:00,175648.531
2023-04-09 16:00:00,171903.824
2023-04-09 17:00:00,166360.648
2023-04-09 18:00:00,167877.687
2023-04-09 19:00:00,178195.016
2023-04-09 20:00:00,175841.585
2023-04-09 21:00:00,175066.277
2023-04-09 22:00:00,176499.533
2023-04-09 23:00:00,174416.946
2023-04-10 00:00:00,171554.433
2023-04-10 01:00:00,168544.324
2023-04-10 02:00:00,165437.181
2023-04-10 03:00:00,164333.36
2023-04-10 04:00:00,166030.665
2023-04-10 05:00:00,170599.256
2023-04-10 06:00:00,176703.991
2023-04-10 07:00:00,178546.449
2023-04-10 08:00:00,182348.377
2023-04-10 09:00:00,190139.627
2023-04-10 10:00:00,193500.832
2023-04-10 11:00:00,193858.262
2023-04-10 12:00:00,192109.828
2023-04-10 13:00:00,187238.849
2023-04-10 14:00:00,190214.633
2023-04-10 15:00:00,192026.883
2023-04-10 16:00:00,188628.995
2023-04-10 17:00:00,182857.634
2023-04-10 18:00:00,183831.875
2023-04-10 19:00:00,191776.042
2023-04-10 20:00:00,187879.271
2023-04-10 21:00:00,184788.351
2023-04-10 22:00:00,184904.908
2023-04-10 23:00:00,182692.151
2023-04-11 00:00:00,180932.769
2023-04-11 01:00:00,177654.605
2023-04-11 02:00:00,175255.618
2023-04-11 03:00:00,174389.675
2023-04-11 04:00:00,175407.053
2023-04-11 05:00:00,179284.442
2023-04-11 06:00:00,183852.368
2023-04-11 07:00:00,185611.152
2023-04-11 08:00:00,187204.185
2023-04-11 09:00:00,195160.579
2023-04-11 10:00:00,196895.65
2023-04-11 11:00:00,195323.325
2023-04-11 12:00:00,193571.444
2023-04-11 13:00:00,188925.354
2023-04-11 14:00:00,191693.217
2023-04-11 15:00:00,194048.299
2023-04-11 16:00:00,192291.549
2023-04-11 17:00:00,187212.381
2023-04-11 18:00:00,188041.106
2023-04-11 19:00:00,196159.184
2023-04-11 20:00:00,192383.021
2023-04-11 21:00:00,190467.58
2023-04-11 22:00:00,191819.836
2023-04-11 23:00:00,190952.479
2023-04-12 00:00:00,187073.041
2023-04-12 01:00:00,183147.658
2023-04-12 02:00:00,179624.063
2023-04-12 03:00:00,178700.018
2023-04-12 04:00:00,179420.285
2023-04-12 05:00:00,182942.508
2023-04-12 06:00:00,186652.271
2023-04-12 07:00:00,187085.738
2023-04-12 08:00:00,188926.953
2023-04-12 09:00:00,196089.683
2023-04-12 10:00:00,199698.854
2023-04-12 11:00:00,198228.321
2023-04-12 12:00:00,195851.642
2023-04-12 13:00:00,191519.563
2023-04-12 14:00:00,194817.982
2023-04-12 15:00:00,196978.945
2023-04-12 16:00:00,194252.092
2023-04-12 17:00:00,189064.66
2023-04-12 18:00:00,190270.789
2023-04-12 19:00:00,199377.184
2023-04-12 20:00:00,195651.538
2023-04-12 21:00:00,193815.188
2023-04-12 22:00:00,195144.243
2023-04-12 23:00:00,193518.524
2023-04-13 00:00:00,189388.791
2023-04-13 01:00:00,186375.798
2023-04-13 02:00:00,182781.837
2023-04-13 03:00:00,181637.395
2023-04-13 04:00:00,182366.839
2023-04-13 05:00:00,184783.774
2023-04-13 06:00:00,187737.24
2023-04-13 07:00:00,187952.777
2023-04-13 08:00:00,190485.403
2023-04-13 09:00:00,199202.133
2023-04-13 10:00:00,202560.626
2023-04-13 11:00:00,202244.475
2023-04-13 12:00:00,200474.831
2023-04-13 13:00:00,195594.334
2023-04-13 14:00:00,198928.608
2023-04-13 15:00:00,200885.101
2023-04-13 16:00:00,197240.979
2023-04-13 17:00:00,191242.12
2023-04-13 18:00:00,191736.621
2023-04-13 19:00:00,198943.571
2023-04-13 20:00:00,195665.312
2023-04-13 21:00:00,193380.617
2023-04-13 22:00:00,194461.071
2023-04-13 23:00:00,192973.549
2023-04-14 00:00:00,190524.173
2023-04-14 01:00:00,187774.897
2023-04-14 02:00:00,184634.393
2023-04-14 03:00:00,183583.44
2023-04-14 04:00:00,183721.385
2023-04-14 05:00:00,184743.415
2023-04-14 06:00:00,185769.469
2023-04-14 07:00:00,187325.284
2023-04-14 08:00:00,190528.847
2023-04-14 09:00:00,199833.584
2023-04-14 10:00:00,204245.666
2023-04-14 11:00:00,205355.52
2023-04-14 12:00:00,203028.327
2023-04-14 13:00:00,197701.567
2023-04-14 14:00:00,200970.452
2023-04-14 15:00:00,201810.849
2023-04-14 16:00:00,198050.607
2023-04-14 17:00:00,191599.229
2023-04-14 18:00:00,188859.414
2023-04-14 19:00:00,194554.182
2023-04-14 20:00:00,191507.303
2023-04-14 21:00:00,188608.211
2023-04-14 22:00:00,190490.869
2023-04-14 23:00:00,191432.973
2023-04-15 00:00:00,188716.109
2023-04-15 01:00:00,185205.933
2023-04-15 02:00:00,181759.502
2023-04-15 03:00:00,179827.446
2023-04-15 04:00:00,179896.253
2023-04-15 05:00:00,181186.552
2023-04-15 06:00:00,183727.39
2023-04-15 07:00:00,185319.372
2023-04-15 08:00:00,189316.164
2023-04-15 09:00:00,196673.77
2023-04-15 10:00:00,200305.576
2023-04-15 11:00:00,200412.715
2023-04-15 12:00:00,199103.93
2023-04-15 13:00:00,195737.36
2023-04-15 14:00:00,199872.537
2023-04-15 15:00:00,201491.487
2023-04-15 16:00:00,198106.854
2023-04-15 17:00:00,191212.613
2023-04-15 18:00:00,190685.178
2023-04-15 19:00:00,197993.014
2023-04-15 20:00:00,194619.103
2023-04-15 21:00:00,192474.534
2023-04-15 22:00:00,193343.087
2023-04-15 23:00:00,192771.22
2023-04-16 00:00:00,189738.545
2023-04-16 01:00:00,186933.569
2023-04-16 02:00:00,184148.817
2023-04-16 03:00:00,183419.055
2023-04-16 04:00:00,183669.913
2023-04-16 05:00:00,183360.21
2023-04-16 06:00:00,181752.952
2023-04-16 07:00:00,181170.689
2023-04-16 08:00:00,185541.099
2023-04-16 09:00:00,190686.575
2023-04-16 10:00:00,192711.004
2023-04-16 11:00:00,193395.375
2023-04-16 12:00:00,192650.62
2023-04-16 13:00:00,190979.802
2023-04-16 14:00:00,193269.873
2023-04-16 15:00:00,194081.34
2023-04-16 16:00:00,189832.288
2023-04-16 17:00:00,180524.354
2023-04-16 18:00:00,181377.233
2023-04-16 19:00:00,193023.034
2023-04-16 20:00:00,192821.066
2023-04-16 21:00:00,192455.923
2023-04-16 22:00:00,193396.301
2023-04-16 23:00:00,193893.475
2023-04-17 00:00:00,191852.534
2023-04-17 01:00:00,187973.998
2023-04-17 02:00:00,185122.594
2023-04-17 03:00:00,183512.302
2023-04-17 04:00:00,183362.694
2023-04-17 05:00:00,184997.49
2023-04-17 06:00:00,186630.31
2023-04-17 07:00:00,188703.5
2023-04-17 08:00:00,193783.352
2023-04-17 09:00:00,203469.543
2023-04-17 10:00:00,208792.97
2023-04-17 11:00:00,209754.304
2023-04-17 12:00:00,208238.262
2023-04-17 13:00:00,204669.139
2023-04-17 14:00:00,208331.548
2023-04-17 15:00:00,209602.211
2023-04-17 16:00:00,201229.584
2023-04-17 17:00:00,197433.897
2023-04-17 18:00:00,196469.153
2023-04-17 19:00:00,206276.819
2023-04-17 20:00:00,204951.08
2023-04-17 21:00:00,203699.149
2023-04-17 22:00:00,204664.07
2023-04-17 23:00:00,202457.524
2023-04-18 00:00:00,199637.41
2023-04-18 01:00:00,197524.662
2023-04-18 02:00:00,195317.211
2023-04-18 03:00:00,193823.109
2023-04-18 04:00:00,192864.352
2023-04-18 05:00:00,191584.736
2023-04-18 06:00:00,192437.334
2023-04-18 07:00:00,193130.817
2023-04-18 08:00:00,196429.446
2023-04-18 09:00:00,205263.549
2023-04-18 10:00:00,211060.395
2023-04-18 11:00:00,213511.77
2023-04-18 12:00:00,211167.897
2023-04-18 13:00:00,208918.523
2023-04-18 14:00:00,213767.558
2023-04-18 15:00:00,214613.208
2023-04-18 16:00:00,204769.0
2023-04-18 17:00:00,201455.381
2023-04-18 18:00:00,200335.252
2023-04-18 19:00:00,209183.143
2023-04-18 20:00:00,207365.317
2023-04-18 21:00:00,205041.147
2023-04-18 22:00:00,206269.229
2023-04-18 23:00:00,204919.385
2023-04-19 00:00:00,201998.418
2023-04-19 01:00:00,198505.358
2023-04-19 02:00:00,192349.777
2023-04-19 03:00:00,188038.937
2023-04-19 04:00:00,186492.186
2023-04-19 05:00:00,186423.108
2023-04-19 06:00:00,187740.88
2023-04-19 07:00:00,189631.736
2023-04-19 08:00:00,193926.764
2023-04-19 09:00:00,203920.933
2023-04-19 10:00:00,209681.893
2023-04-19 11:00:00,211323.726
2023-04-19 12:00:00,210359.399
2023-04-19 13:00:00,207994.818
2023-04-19 14:00:00,212063.971
2023-04-19 15:00:00,211922.678
2023-04-19 16:00:00,209171.588
2023-04-19 17:00:00,201095.446
2023-04-19 18:00:00,199741.253
2023-04-19 19:00:00,207965.05
2023-04-19 20:00:00,206225.263
2023-04-19 21:00:00,205056.527
2023-04-19 22:00:00,207572.496
2023-04-19 23:00:00,205916.336
2023-04-20 00:00:00,202489.734
2023-04-20 01:00:00,198791.285
2023-04-20 02:00:00,194568.99
2023-04-20 03:00:00,191904.131
2023-04-20 04:00:00,190640.139
2023-04-20 05:00:00,191654.547
2023-04-20 06:00:00,191300.353
2023-04-20 07:00:00,191657.204
2023-04-20 08:00:00,195673.847
2023-04-20 09:00:00,204317.384
2023-04-20 10:00:00,208883.447
2023-04-20 11:00:00,209982.416
2023-04-20 12:00:00,209006.071
2023-04-20 13:00:00,205975.211
2023-04-20 14:00:00,210080.74
2023-04-20 15:00:00,210058.067
2023-04-20 16:00:00,203705.998
2023-04-20 17:00:00,193665.542
2023-04-20 18:00:00,191570.018
2023-04-20 19:00:00,199354.008
2023-04-20 20:00:00,197319.897
2023-04-20 21:00:00,198274.885
2023-04-20 22:00:00,201976.401
2023-04-20 23:00:00,200302.548
2023-04-21 00:00:00,195048.411
2023-04-21 01:00:00,188769.4
2023-04-21 02:00:00,184026.941
2023-04-21 03:00:00,181898.608
2023-04-21 04:00:00,181187.06
2023-04-21 05:00:00,182404.94
2023-04-21 06:00:00,183832.552
2023-04-21 07:00:00,184708.974
2023-04-21 08:00:00,188282.299
2023-04-21 09:00:00,195886.548
2023-04-21 10:00:00,200139.573
2023-04-21 11:00:00,201873.764
2023-04-21 12:00:00,200975.969
2023-04-21 13:00:00,198260.463
2023-04-21 14:00:00,202575.441
2023-04-21 15:00:00,202409.115
2023-04-21 16:00:00,195945.41
2023-04-21 17:00:00,188245.469
2023-04-21 18:00:00,187613.735
2023-04-21 19:00:00,195441.969
2023-04-21 20:00:00,192529.803
2023-04-21 21:00:00,192899.367
2023-04-21 22:00:00,195058.143
2023-04-21 23:00:00,192646.217
2023-04-22 00:00:00,187759.737
2023-04-22 01:00:00,182752.934
2023-04-22 02:00:00,178090.286
2023-04-22 03:00:00,175484.671
2023-04-22 04:00:00,175151.475
2023-04-22 05:00:00,179413.818
2023-04-22 06:00:00,181835.034
2023-04-22 07:00:00,182693.189
2023-04-22 08:00:00,184352.751
2023-04-22 09:00:00,190720.75
2023-04-22 10:00:00,195458.889
2023-04-22 11:00:00,197436.05
2023-04-22 12:00:00,195582.861
2023-04-22 13:00:00,191401.386
2023-04-22 14:00:00,191952.796
2023-04-22 15:00:00,190933.227
2023-04-22 16:00:00,184289.054
2023-04-22 17:00:00,175098.909
2023-04-22 18:00:00,174529.259
2023-04-22 19:00:00,186324.755
2023-04-22 20:00:00,185090.459
2023-04-22 21:00:00,184622.001
2023-04-22 22:00:00,187827.888
2023-04-22 23:00:00,186456.279
2023-04-23 00:00:00,181900.009
2023-04-23 01:00:00,176533.497
2023-04-23 02:00:00,172597.07
2023-04-23 03:00:00,169584.877
2023-04-23 04:00:00,168600.429
2023-04-23 05:00:00,170054.583
2023-04-23 06:00:00,171063.184
2023-04-23 07:00:00,171401.486
2023-04-23 08:00:00,172529.626
2023-04-23 09:00:00,175319.806
2023-04-23 10:00:00,175781.183
2023-04-23 11:00:00,173501.141
2023-04-23 12:00:00,174650.554
2023-04-23 13:00:00,171638.791
2023-04-23 14:00:00,171340.49
2023-04-23 15:00:00,170762.321
2023-04-23 16:00:00,164694.765
2023-04-23 17:00:00,158222.581
2023-04-23 18:00:00,160125.111
2023-04-23 19:00:00,171242.82
2023-04-23 20:00:00,172627.355
2023-04-23 21:00:00,173254.84
2023-04-23 22:00:00,175961.026
2023-04-23 23:00:00,174300.878
2023-04-24 00:00:00,169711.066
2023-04-24 01:00:00,165545.402
2023-04-24 02:00:00,161888.072
2023-04-24 03:00:00,160126.375
2023-04-24 04:00:00,160303.089
2023-04-24 05:00:00,165211.815
2023-04-24 06:00:00,171277.619
2023-04-24 07:00:00,173880.164
2023-04-24 08:00:00,178083.734
2023-04-24 09:00:00,185981.451
2023-04-24 10:00:00,190018.478
2023-04-24 11:00:00,191035.312
2023-04-24 12:00:00,189517.603
2023-04-24 13:00:00,185393.551
2023-04-24 14:00:00,187143.003
2023-04-24 15:00:00,188221.907
2023-04-24 16:00:00,183346.024
2023-04-24 17:00:00,177584.304
2023-04-24 18:00:00,178581.337
2023-04-24 19:00:00,187155.837
2023-04-24 20:00:00,183873.094
2023-04-24 21:00:00,182050.045
2023-04-24 22:00:00,183907.91
2023-04-24 23:00:00,182484.181
2023-04-25 00:00:00,177097.697
2023-04-25 01:00:00,172269.099
2023-04-25 02:00:00,168089.893
2023-04-25 03:00:00,166128.348
2023-04-25 04:00:00,165877.652
2023-04-25 05:00:00,170499.837
2023-04-25 06:00:00,175177.143
2023-04-25 07:00:00,178199.895
2023-04-25 08:00:00,182182.246
2023-04-25 09:00:00,189444.0
2023-04-25 10:00:00,192530.034
2023-04-25 11:00:00,192844.893
2023-04-25 12:00:00,192501.435
2023-04-25 13:00:00,189493.528
2023-04-25 14:00:00,192068.967
2023-04-25 15:00:00,192214.645
2023-04-25 16:00:00,186813.274
2023-04-25 17:00:00,179961.476
2023-04-25 18:00:00,180004.445
2023-04-25 19:00:00,189426.127
2023-04-25 20:00:00,187592.328
2023-04-25 21:00:00,186432.872
2023-04-25 22:00:00,189305.2
2023-04-25 23:00:00,186528.997
2023-04-26 00:00:00,181110.085
2023-04-26 01:00:00,176067.554
2023-04-26 02:00:00,172130.024
2023-04-26 03:00:00,169329.521
2023-04-26 04:00:00,168447.538
2023-04-26 05:00:00,172042.339
2023-04-26 06:00:00,176264.258
2023-04-26 07:00:00,178478.855
2023-04-26 08:00:00,182447.934
2023-04-26 09:00:00,189314.283
2023-04-26 10:00:00,192048.582
2023-04-26 11:00:00,193552.262
2023-04-26 12:00:00,194275.274
2023-04-26 13:00:00,191605.421
2023-04-26 14:00:00,193442.051
2023-04-26 15:00:00,194771.859
2023-04-26 16:00:00,188316.658
2023-04-26 17:00:00,180853.973
2023-04-26 18:00:00,180197.639
2023-04-26 19:00:00,190336.38
2023-04-26 20:00:00,188465.821
2023-04-26 21:00:00,187835.758
2023-04-26 22:00:00,189928.046
2023-04-26 23:00:00,187065.462
2023-04-27 00:00:00,181796.93
2023-04-27 01:00:00,176767.859
2023-04-27 02:00:00,172826.37
2023-04-27 03:00:00,170246.017
2023-04-27 04:00:00,169602.443
2023-04-27 05:00:00,172888.28
2023-04-27 06:00:00,175983.16
2023-04-27 07:00:00,176670.156
2023-04-27 08:00:00,179588.756
2023-04-27 09:00:00,188494.235
2023-04-27 10:00:00,192400.729
2023-04-27 11:00:00,194783.67
2023-04-27 12:00:00,194748.514
2023-04-27 13:00:00,192097.868
2023-04-27 14:00:00,194680.028
2023-04-27 15:00:00,194916.051
2023-04-27 16:00:00,186718.422
2023-04-27 17:00:00,179832.397
2023-04-27 18:00:00,179365.443
2023-04-27 19:00:00,188052.299
2023-04-27 20:00:00,184884.475
2023-04-27 21:00:00,184072.643
2023-04-27 22:00:00,186717.661
2023-04-27 23:00:00,184078.44
2023-04-28 00:00:00,179053.298
2023-04-28 01:00:00,174116.323
2023-04-28 02:00:00,169554.382
2023-04-28 03:00:00,166922.621
2023-04-28 04:00:00,166731.329
2023-04-28 05:00:00,170063.62
2023-04-28 06:00:00,171914.668
2023-04-28 07:00:00,172246.373
2023-04-28 08:00:00,174606.59
2023-04-28 09:00:00,187363.298
2023-04-28 10:00:00,193601.428
2023-04-28 11:00:00,194715.562
2023-04-28 12:00:00,195178.754
2023-04-28 13:00:00,191312.464
2023-04-28 14:00:00,192399.193
2023-04-28 15:00:00,190177.257
2023-04-28 16:00:00,183541.208
2023-04-28 17:00:00,176960.748
2023-04-28 18:00:00,178523.314
2023-04-28 19:00:00,190261.581
2023-04-28 20:00:00,187706.675
2023-04-28 21:00:00,187184.639
2023-04-28 22:00:00,188928.0
2023-04-28 23:00:00,185578.889
2023-04-29 00:00:00,179510.79
2023-04-29 01:00:00,174557.522
2023-04-29 02:00:00,169650.425
2023-04-29 03:00:00,166683.645
2023-04-29 04:00:00,166357.705
2023-04-29 05:00:00,168460.285
2023-04-29 06:00:00,170882.95
2023-04-29 07:00:00,172911.426
2023-04-29 08:00:00,176298.119
2023-04-29 09:00:00,183460.92
2023-04-29 10:00:00,186601.627
2023-04-29 11:00:00,188247.362
2023-04-29 12:00:00,187161.172
2023-04-29 13:00:00,183218.301
2023-04-29 14:00:00,182778.201
2023-04-29 15:00:00,181522.062
2023-04-29 16:00:00,175502.54
2023-04-29 17:00:00,170666.401
2023-04-29 18:00:00,172879.485
2023-04-29 19:00:00,181808.522
2023-04-29 20:00:00,179889.27
2023-04-29 21:00:00,178580.567
2023-04-29 22:00:00,178437.086
2023-04-29 23:00:00,175325.317
2023-04-30 00:00:00,170165.848
2023-04-30 01:00:00,165444.209
2023-04-30 02:00:00,161498.534
2023-04-30 03:00:00,159111.401
2023-04-30 04:00:00,157397.23
2023-04-30 05:00:00,158815.695
2023-04-30 06:00:00,159529.615
2023-04-30 07:00:00,160379.098
2023-04-30 08:00:00,162313.394
2023-04-30 09:00:00,166478.374
2023-04-30 10:00:00,169787.156
2023-04-30 11:00:00,170856.442
2023-04-30 12:00:00,167894.054
2023-04-30 13:00:00,161877.104
2023-04-30 14:00:00,158258.894
2023-04-30 15:00:00,155642.408
2023-04-30 16:00:00,151084.901
2023-04-30 17:00:00,147841.48
2023-04-30 18:00:00,151729.521
2023-04-30 19:00:00,161920.857
2023-04-30 20:00:00,161077.439
2023-04-30 21:00:00,158884.618
2023-04-30 22:00:00,159189.761
2023-04-30 23:00:00,155958.39
2023-05-01 00:00:00,151719.735
2023-05-01 01:00:00,147257.887
2023-05-01 02:00:00,144164.161
2023-05-01 03:00:00,142181.557
2023-05-01 04:00:00,141960.174
2023-05-01 05:00:00,145303.643
2023-05-01 06:00:00,148060.564
2023-05-01 07:00:00,149207.008
2023-05-01 08:00:00,151995.775
2023-05-01 09:00:00,157208.843
2023-05-01 10:00:00,158326.95
2023-05-01 11:00:00,157619.8
2023-05-01 12:00:00,156298.955
2023-05-01 13:00:00,152101.815
2023-05-01 14:00:00,155251.679
2023-05-01 15:00:00,149469.449
2023-05-01 16:00:00,146416.845
2023-05-01 17:00:00,144499.202
2023-05-01 18:00:00,148988.181
2023-05-01 19:00:00,158262.41
2023-05-01 20:00:00,154887.881
2023-05-01 21:00:00,151445.129
2023-05-01 22:00:00,149690.19
2023-05-01 23:00:00,146282.251
2023-05-02 00:00:00,142235.781
2023-05-02 01:00:00,139054.348
2023-05-02 02:00:00,136271.481
2023-05-02 03:00:00,135075.091
2023-05-02 04:00:00,135871.42
2023-05-02 05:00:00,141763.725
2023-05-02 06:00:00,147401.974
2023-05-02 07:00:00,150965.41
2023-05-02 08:00:00,154874.582
2023-05-02 09:00:00,160745.456
2023-05-02 10:00:00,163230.328
2023-05-02 11:00:00,167005.371
2023-05-02 12:00:00,166353.972
2023-05-02 13:00:00,162630.957
2023-05-02 14:00:00,164435.165
2023-05-02 15:00:00,163913.181
2023-05-02 16:00:00,161539.8
2023-05-02 17:00:00,160038.453
2023-05-02 18:00:00,163464.102
2023-05-02 19:00:00,171836.148
2023-05-02 20:00:00,167749.183
2023-05-02 21:00:00,163873.629
2023-05-02 22:00:00,162273.954
2023-05-02 23:00:00,158222.025
2023-05-03 00:00:00,154324.484
2023-05-03 01:00:00,150588.123
2023-05-03 02:00:00,147462.638
2023-05-03 03:00:00,145842.443
2023-05-03 04:00:00,146661.205
2023-05-03 05:00:00,151136.195
2023-05-03 06:00:00,155675.553
2023-05-03 07:00:00,159171.747
